domain,dimension,type,group,indicator,date,populationTotal,GNIperCap,value,date_grp,dimension_grp,domain_grp,group_grp,type_grp,value_grp
ecological,land conversion,national aggregate,Top-20,land_footprint,2011,1011579211.0,47946.01860155472,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2012,1018860680.0,48274.52404996078,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2013,1025840434.0,48694.91910204364,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2014,1032449176.0,49381.90255022027,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2015,1038946701.0,50181.83804288999,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2016,1045436685.0,50795.6954314738,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2017,1051706513.0,51746.36506086974,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2018,1057621731.0,52596.85291749837,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2019,1063158403.0,53214.91427993404,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2020,1066319975.0,50530.94500051039,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2021,1067926913.0,53260.809722408114,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,land conversion,national aggregate,Top-20,land_footprint,2022,1070488119.0,54508.03426175838,,2017.0,land conversion,ecological,Bottom-40,national aggregate,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2000,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2001,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2002,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2003,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2004,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2005,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2006,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2007,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2008,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2009,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2010,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2011,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2012,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2013,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2014,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2015,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2016,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2017,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2018,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2019,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2020,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2021,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,extinction1900,2022,,,100.0,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2000,,,14.6,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2001,,,14.71,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2002,,,14.82,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2003,,,14.93,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2004,,,15.04,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2005,,,15.15,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2006,,,15.26,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2007,,,15.37,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2008,,,15.48,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2009,,,15.59,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2010,,,15.7,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2011,,,15.81,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2012,,,15.92,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2013,,,16.03,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2014,,,16.14,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2015,,,16.25,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2016,,,16.36,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2017,,,16.47,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2018,,,16.580000000000002,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2019,,,16.69,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2020,,,16.8,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2021,,,,,,,,,
ecological,biodiversity breakdown,global doughnut,World,hanppGtC,2022,,,,,,,,,
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2000,6022392584.0,10811.19188461706,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2001,6102449162.0,10941.01552034705,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2002,6182357789.0,11080.54967625144,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2003,6262095302.0,11329.91810986508,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2004,6342183333.0,11754.14061196926,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2005,6422533547.0,12128.425776384209,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2006,6503250735.0,12605.283209224684,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2007,6585123176.0,13100.663689299492,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2008,6676911713.0,13262.657049384105,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2009,6761394784.0,13024.213735132083,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2010,6846578658.0,13505.328973548678,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2011,6932482993.0,13884.056143385247,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2012,7019410348.0,14136.919085775233,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2013,7106227170.0,14397.823223021156,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2014,7192767875.0,14725.823876377588,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2015,7278466615.0,15023.8557729071,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2016,7363461574.0,15309.149487821616,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2017,7448056322.0,15730.45692085964,0.6612590614097671,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2018,7530230552.0,16104.24657715806,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2019,7609776788.0,16396.30415131602,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2020,7685261481.0,15722.6243392955,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2021,7753399602.0,16531.046091322263,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,species_footprint,2022,7818196139.0,16933.95738092833,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2000,2376251180.0,2579.4843396945944,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2001,2426787989.0,2652.5588679937755,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2002,2478235048.0,2722.550528921249,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2003,2529741078.0,2836.395690472428,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2004,2580984201.0,2981.3451289937984,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2005,2632156395.0,3126.9936710480224,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2006,2683431644.0,3297.5807525828877,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2007,2734871536.0,3466.408421660846,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2008,2795001471.0,3534.35709920528,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2009,2847446203.0,3675.288745010788,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2010,2901274477.0,3844.870051171807,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2011,2955832944.0,4009.6372800035233,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2012,3010003314.0,4102.676086858366,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2013,3063131123.0,4245.545393317514,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2014,3115821462.0,4445.625619050939,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2015,3168801188.0,4639.820472799655,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2016,3223415240.0,4820.5434787645945,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2017,3279187003.0,5022.645571175445,0.295702190918563,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2018,3335141885.0,5220.246520639839,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2019,3391515669.0,5351.198468263703,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2020,3448355313.0,5065.89772405755,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2021,3503396785.0,5277.14433390681,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Bottom-40,species_footprint,2022,3557061423.0,5519.322704930674,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2000,2763213047.0,7654.13769028717,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2001,2787097352.0,7864.397438154485,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2002,2809777661.0,8129.234599744939,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2003,2831990088.0,8482.923214338003,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2004,2854580918.0,9026.771620453132,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2005,2877350070.0,9530.885164442148,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2006,2900011889.0,10226.591130506778,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2007,2922803830.0,11027.49896082735,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2008,2946612580.0,11563.736297340984,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2009,2971502710.0,11577.176573561052,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2010,2996720802.0,12250.283021241938,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2011,3022345410.0,12853.909105558352,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2012,3049383432.0,13375.86948255519,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2013,3077662819.0,13828.707635689078,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2014,3106304024.0,14298.405942931491,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2015,3133943059.0,14664.32213227094,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2016,3159258795.0,15076.874706966642,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2017,3183138611.0,15659.215592343417,0.6663256202246388,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2018,3204775631.0,16182.731813295552,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2019,3223588538.0,16658.463829057677,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2020,3239195616.0,16354.337717044236,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2021,3250518847.0,17372.882830322826,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Middle-40,species_footprint,2022,3259729582.0,17870.61550369402,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2000,882928357.0,42845.74812313115,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2001,888563821.0,43228.12926867091,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2002,894345080.0,43512.80232598735,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2003,900364136.0,44148.9439955994,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2004,906618214.0,45316.16435010109,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2005,913027082.0,46264.555313249664,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2006,919807202.0,47259.08733723497,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2007,927447810.0,48043.76664473402,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2008,935297662.0,47686.64337970848,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2009,942445871.0,45832.92643024211,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2010,948583379.0,47017.053850969765,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2011,954304639.0,47731.31144383859,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2012,960023602.0,48015.08277201596,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2013,965433228.0,48423.27741254011,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2014,970642389.0,49093.73608424506,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2015,975722368.0,49902.32373559204,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2016,980787539.0,50528.75335375405,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2017,985730708.0,51581.71583482991,1.8609800095204665,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2018,990313036.0,52505.0164168369,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2019,994672581.0,53206.96401762948,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2020,997710552.0,50504.19156789593,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2021,999483970.0,53240.46630285082,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,Top-20,species_footprint,2022,1001405134.0,54430.57408254537,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,0.3
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2000,6022392584.0,10811.19188461706,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2001,6102449162.0,10941.01552034705,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2002,6182357789.0,11080.54967625144,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2003,6262095302.0,11329.91810986508,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2004,6342183333.0,11754.14061196926,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2005,6422533547.0,12128.425776384209,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2006,6503250735.0,12605.283209224684,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2007,6585123176.0,13100.663689299492,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2008,6676911713.0,13262.657049384105,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2009,6761394784.0,13024.213735132083,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2010,6846578658.0,13505.328973548678,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2011,6932482993.0,13884.056143385247,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2012,7019410348.0,14136.919085775233,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2013,7106227170.0,14397.823223021156,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2014,7192767875.0,14725.823876377588,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2015,7278466615.0,15023.8557729071,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2016,7363461574.0,15309.149487821616,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2017,7448056322.0,15730.45692085964,1.9445190951329496,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2018,7530230552.0,16104.24657715806,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2019,7609776788.0,16396.30415131602,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2020,7685261481.0,15722.6243392955,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2021,7753399602.0,16531.046091322263,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,World,hanpp_footprint,2022,7818196139.0,16933.95738092833,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2000,2376251180.0,2579.4843396945944,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2001,2426787989.0,2652.5588679937755,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2002,2478235048.0,2722.550528921249,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2003,2529741078.0,2836.395690472428,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2004,2580984201.0,2981.3451289937984,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2005,2632156395.0,3126.9936710480224,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2006,2683431644.0,3297.5807525828877,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2007,2734871536.0,3466.408421660846,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2008,2795001471.0,3534.35709920528,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2009,2847446203.0,3675.288745010788,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2010,2901274477.0,3844.870051171807,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
ecological,biodiversity breakdown,national aggregate,Bottom-40,hanpp_footprint,2011,2955832944.0,4009.6372800035233,,2017.0,biodiversity breakdown,ecological,Bottom-40,national aggregate,1.51
